"";"order";"family";"genus"
"568";"Myrtales";"Onagraceae";"Chamaenerion"
"569";"Myrtales";"Onagraceae";"Chamaenerion"
"570";"Myrtales";"Onagraceae";"Chamaenerion"
"571";"Myrtales";"Onagraceae";"Chamaenerion"
"572";"Myrtales";"Onagraceae";"Chamaenerion"
"573";"Myrtales";"Onagraceae";"Chamaenerion"
"574";"Myrtales";"Onagraceae";"Chamaenerion"
"575";"Myrtales";"Onagraceae";"Chamaenerion"
"576";"Myrtales";"Onagraceae";"Chamaenerion"
"577";"Myrtales";"Onagraceae";"Chamaenerion"
"578";"Myrtales";"Onagraceae";"Chamaenerion"
"579";"Myrtales";"Onagraceae";"Chamaenerion"
"580";"Myrtales";"Onagraceae";"Chamaenerion"
"581";"Myrtales";"Onagraceae";"Chamaenerion"
"582";"Myrtales";"Onagraceae";"Chamaenerion"
"583";"Ranunculales";"Papaveraceae";"Chelidonium"
"584";"Myrtales";"Onagraceae";"Circaea"
"585";"Myrtales";"Onagraceae";"Circaea"
"586";"Myrtales";"Onagraceae";"Circaea"
"587";"Asterales";"Asteraceae";"Cirsium"
"588";"Asterales";"Asteraceae";"Cirsium"
"589";"Rosales";"Rosaceae";"Comarum"
"590";"Solanales";"Convolvulaceae";"Convolvulus"
"591";"Fagales";"Betulaceae";"Corylus"
"592";"Fagales";"Betulaceae";"Corylus"
"593";"Rosales";"Rosaceae";"Crataegus"
"594";"Rosales";"Rosaceae";"Crataegus"
"595";"Rosales";"Rosaceae";"Crataegus"
"596";"Rosales";"Rosaceae";"Crataegus"
"597";"Rosales";"Rosaceae";"Crataegus"
"598";"Rosales";"Rosaceae";"Crataegus"
"599";"Rosales";"Rosaceae";"Crataegus"
"600";"Rosales";"Rosaceae";"Crataegus"
"601";"Rosales";"Rosaceae";"Crataegus"
"602";"Asterales";"Asteraceae";"Crepis"
"603";"Asterales";"Asteraceae";"Crepis"
"604";"Asterales";"Asteraceae";"Crepis"
"605";"Asterales";"Asteraceae";"Crepis"
"606";"NOID";"Cupressaceae";"Cupressaceae genus seq24446"
"607";"NOID";"Cupressaceae";"Cupressaceae genus seq26826"
"608";"NOID";"Cupressaceae";"Cupressaceae genus seq28504"
"609";"Poales";"Poaceae";"Cynosurus"
"610";"Poales";"Cyperaceae";"Cyperaceae genus 2"
"611";"Poales";"Cyperaceae";"Cyperaceae genus 2"
"612";"Poales";"Cyperaceae";"Cyperaceae genus 3"
"613";"Poales";"Cyperaceae";"Cyperaceae genus 3"
"614";"Poales";"Cyperaceae";"Cyperaceae genus 3"
"615";"Poales";"Cyperaceae";"Cyperaceae genus 3"
"616";"Fabales";"Fabaceae";"Cytisus"
"617";"Poales";"Poaceae";"Dactylis"
"618";"Poales";"Poaceae";"Deschampsia"
"619";"Poales";"Poaceae";"Deschampsia"
"620";"Poales";"Poaceae";"Deschampsia"
"621";"Poales";"Poaceae";"Deschampsia"
"622";"Poales";"Poaceae";"Deschampsia"
"623";"Poales";"Poaceae";"Deschampsia"
"624";"Poales";"Poaceae";"Deschampsia"
"625";"Poales";"Poaceae";"Deschampsia"
"626";"Caryophyllales";"Caryophyllaceae";"Dianthus"
"627";"Caryophyllales";"Caryophyllaceae";"Dianthus"
"628";"Caryophyllales";"Caryophyllaceae";"Dianthus"
"629";"Caryophyllales";"Caryophyllaceae";"Dianthus"
"630";"Brassicales";"Brassicaceae";"Draba"
"631";"Poales";"Cyperaceae";"Eleocharis"
"632";"Poales";"Cyperaceae";"Eleocharis"
"633";"Poales";"Cyperaceae";"Eleocharis"
"634";"Poales";"Cyperaceae";"Eleocharis"
"635";"Poales";"Cyperaceae";"Eleocharis"
"636";"Poales";"Cyperaceae";"Eleocharis"
"637";"Poales";"Cyperaceae";"Eleocharis"
"638";"Poales";"Cyperaceae";"Eleocharis"
"639";"Poales";"Cyperaceae";"Eleocharis"
"640";"Poales";"Cyperaceae";"Eleocharis"
"641";"Poales";"Cyperaceae";"Eleocharis"
"642";"Poales";"Cyperaceae";"Eleocharis"
"643";"Poales";"Cyperaceae";"Eleocharis"
"644";"Poales";"Cyperaceae";"Eleocharis"
"645";"Poales";"Cyperaceae";"Eleocharis"
"646";"Poales";"Cyperaceae";"Eleocharis"
"647";"Poales";"Cyperaceae";"Eleocharis"
"648";"Poales";"Cyperaceae";"Eleocharis"
"649";"Poales";"Cyperaceae";"Eleocharis"
"650";"Poales";"Cyperaceae";"Eleocharis"
"651";"Poales";"Cyperaceae";"Eleocharis"
"652";"Poales";"Cyperaceae";"Eleocharis"
"653";"Ericales";"Ericaceae";"Empetrum"
"654";"Ericales";"Ericaceae";"Empetrum"
"655";"Myrtales";"Onagraceae";"Epilobium"
"656";"Myrtales";"Onagraceae";"Epilobium"
"657";"Myrtales";"Onagraceae";"Epilobium"
"658";"Myrtales";"Onagraceae";"Epilobium"
"659";"Myrtales";"Onagraceae";"Epilobium"
"660";"Myrtales";"Onagraceae";"Epilobium"
"661";"Myrtales";"Onagraceae";"Epilobium"
"662";"Myrtales";"Onagraceae";"Epilobium"
"663";"Myrtales";"Onagraceae";"Epilobium"
"664";"Myrtales";"Onagraceae";"Epilobium"
"665";"Myrtales";"Onagraceae";"Epilobium"
"666";"Myrtales";"Onagraceae";"Epilobium"
"667";"Myrtales";"Onagraceae";"Epilobium"
"668";"Myrtales";"Onagraceae";"Epilobium"
"669";"Myrtales";"Onagraceae";"Epilobium"
"670";"Myrtales";"Onagraceae";"Epilobium"
"671";"Myrtales";"Onagraceae";"Epilobium"
"672";"Myrtales";"Onagraceae";"Epilobium"
"673";"Myrtales";"Onagraceae";"Epilobium"
"674";"Myrtales";"Onagraceae";"Epilobium"
"675";"Myrtales";"Onagraceae";"Epilobium"
"676";"Myrtales";"Onagraceae";"Epilobium"
"677";"Myrtales";"Onagraceae";"Epilobium"
"678";"Myrtales";"Onagraceae";"Epilobium"
"679";"Myrtales";"Onagraceae";"Epilobium"
"680";"Myrtales";"Onagraceae";"Epilobium"
"681";"Myrtales";"Onagraceae";"Epilobium"
"682";"Myrtales";"Onagraceae";"Epilobium"
"683";"Myrtales";"Onagraceae";"Epilobium"
"684";"Myrtales";"Onagraceae";"Epilobium"
"685";"Myrtales";"Onagraceae";"Epilobium"
"686";"Myrtales";"Onagraceae";"Epilobium"
"687";"Myrtales";"Onagraceae";"Epilobium"
"688";"Myrtales";"Onagraceae";"Epilobium"
"689";"Myrtales";"Onagraceae";"Epilobium"
"690";"Myrtales";"Onagraceae";"Epilobium"
"691";"Myrtales";"Onagraceae";"Epilobium"
"692";"Myrtales";"Onagraceae";"Epilobium"
"693";"Myrtales";"Onagraceae";"Epilobium"
"694";"Myrtales";"Onagraceae";"Epilobium"
"695";"Myrtales";"Onagraceae";"Epilobium"
"696";"Myrtales";"Onagraceae";"Epilobium"
"697";"Myrtales";"Onagraceae";"Epilobium"
"698";"Myrtales";"Onagraceae";"Epilobium"
"699";"Myrtales";"Onagraceae";"Epilobium"
"700";"Myrtales";"Onagraceae";"Epilobium"
"701";"Myrtales";"Onagraceae";"Epilobium"
"702";"Myrtales";"Onagraceae";"Epilobium"
"703";"Myrtales";"Onagraceae";"Epilobium"
"704";"Myrtales";"Onagraceae";"Epilobium"
"705";"Myrtales";"Onagraceae";"Epilobium"
"706";"Myrtales";"Onagraceae";"Epilobium"
"707";"Myrtales";"Onagraceae";"Epilobium"
"708";"Myrtales";"Onagraceae";"Epilobium"
"709";"Myrtales";"Onagraceae";"Epilobium"
"710";"Myrtales";"Onagraceae";"Epilobium"
"711";"Myrtales";"Onagraceae";"Epilobium"
"712";"Myrtales";"Onagraceae";"Epilobium"
"713";"Myrtales";"Onagraceae";"Epilobium"
"714";"Myrtales";"Onagraceae";"Epilobium"
"715";"Myrtales";"Onagraceae";"Epilobium"
"716";"Myrtales";"Onagraceae";"Epilobium"
"717";"Myrtales";"Onagraceae";"Epilobium"
"718";"Myrtales";"Onagraceae";"Epilobium"
"719";"Myrtales";"Onagraceae";"Epilobium"
"720";"Myrtales";"Onagraceae";"Epilobium"
"721";"Myrtales";"Onagraceae";"Epilobium"
"722";"Myrtales";"Onagraceae";"Epilobium"
"723";"Myrtales";"Onagraceae";"Epilobium"
"724";"Myrtales";"Onagraceae";"Epilobium"
"725";"Myrtales";"Onagraceae";"Epilobium"
"726";"Myrtales";"Onagraceae";"Epilobium"
"727";"Myrtales";"Onagraceae";"Epilobium"
"728";"Myrtales";"Onagraceae";"Epilobium"
"729";"Myrtales";"Onagraceae";"Epilobium"
"730";"Myrtales";"Onagraceae";"Epilobium"
"731";"Myrtales";"Onagraceae";"Epilobium"
"732";"Myrtales";"Onagraceae";"Epilobium"
"733";"Ericales";"Ericaceae";"Ericaceae genus 1"
"734";"Ericales";"Ericaceae";"Ericaceae genus 1"
"735";"Ericales";"Ericaceae";"Ericaceae genus 1"
"736";"Ericales";"Ericaceae";"Ericaceae genus 1"
"737";"Ericales";"Ericaceae";"Ericaceae genus 1"
"738";"Ericales";"Ericaceae";"Ericaceae genus 1"
"739";"Ericales";"Ericaceae";"Ericaceae genus 1"
"740";"Ericales";"Ericaceae";"Ericaceae genus 1"
"741";"Ericales";"Ericaceae";"Ericaceae genus 1"
"742";"Ericales";"Ericaceae";"Ericaceae genus 1"
"743";"Ericales";"Ericaceae";"Ericaceae genus 1"
"744";"Ericales";"Ericaceae";"Ericaceae genus 1"
"745";"Ericales";"Ericaceae";"Ericaceae genus 1"
"746";"Ericales";"Ericaceae";"Ericaceae genus 1"
"747";"Ericales";"Ericaceae";"Ericaceae genus 1"
"748";"Ericales";"Ericaceae";"Ericaceae genus 1"
"749";"Ericales";"Ericaceae";"Ericaceae genus 1"
"750";"Ericales";"Ericaceae";"Ericaceae genus 1"
"751";"Ericales";"Ericaceae";"Ericaceae genus 1"
"752";"Ericales";"Ericaceae";"Ericaceae genus 1"
"753";"Ericales";"Ericaceae";"Ericaceae genus 1"
"754";"Ericales";"Ericaceae";"Ericaceae genus 1"
"755";"Ericales";"Ericaceae";"Ericaceae genus 1"
"756";"Poales";"Cyperaceae";"Eriophorum"
"757";"Geraniales";"Geraniaceae";"Erodium"
"758";"Geraniales";"Geraniaceae";"Erodium"
"759";"Geraniales";"Geraniaceae";"Erodium"
"760";"Geraniales";"Geraniaceae";"Erodium"
"761";"Geraniales";"Geraniaceae";"Erodium"
"762";"Geraniales";"Geraniaceae";"Erodium"
"763";"Fagales";"Fagaceae";"Fagaceae genus 1"
"764";"Fagales";"Fagaceae";"Fagaceae genus 1"
"765";"Fagales";"Fagaceae";"Fagaceae genus 1"
"766";"Fagales";"Fagaceae";"Fagaceae genus 1"
"767";"Fagales";"Fagaceae";"Fagaceae genus 1"
"768";"Fagales";"Fagaceae";"Fagaceae genus 1"
"769";"Fagales";"Fagaceae";"Fagaceae genus 1"
"770";"Fagales";"Fagaceae";"Fagaceae genus 1"
"771";"Fagales";"Fagaceae";"Fagaceae genus 1"
"772";"Fagales";"Fagaceae";"Fagaceae genus 1"
"773";"Fagales";"Fagaceae";"Fagaceae genus 1"
"774";"Fagales";"Fagaceae";"Fagaceae genus 1"
"775";"Fagales";"Fagaceae";"Fagus"
"776";"Fagales";"Fagaceae";"Fagus"
"777";"Fagales";"Fagaceae";"Fagus"
"778";"Fagales";"Fagaceae";"Fagus"
"779";"Fagales";"Fagaceae";"Fagus"
"780";"Fagales";"Fagaceae";"Fagus"
"781";"Fagales";"Fagaceae";"Fagus"
"782";"Fagales";"Fagaceae";"Fagus"
"783";"Fagales";"Fagaceae";"Fagus"
"784";"Fagales";"Fagaceae";"Fagus"
"785";"Fagales";"Fagaceae";"Fagus"
"786";"Fagales";"Fagaceae";"Fagus"
"787";"Fagales";"Fagaceae";"Fagus"
"788";"Fagales";"Fagaceae";"Fagus"
"789";"Fagales";"Fagaceae";"Fagus"
"790";"Fagales";"Fagaceae";"Fagus"
"791";"Fagales";"Fagaceae";"Fagus"
"792";"Fagales";"Fagaceae";"Fagus"
"793";"Fagales";"Fagaceae";"Fagus"
"794";"Fagales";"Fagaceae";"Fagus"
"795";"Fagales";"Fagaceae";"Fagus"
"796";"Poales";"Poaceae";"Festuca"
"797";"Poales";"Poaceae";"Festuca"
"798";"Poales";"Poaceae";"Festuca"
"799";"Poales";"Poaceae";"Festuca"
"800";"Poales";"Poaceae";"Festuca"
"801";"Poales";"Poaceae";"Festuca"
"802";"Poales";"Poaceae";"Festuca"
"803";"Poales";"Poaceae";"Festuca"
"804";"Poales";"Poaceae";"Festuca"
"805";"Poales";"Poaceae";"Festuca"
"806";"Poales";"Poaceae";"Festuca"
"807";"Poales";"Poaceae";"Festuca"
"808";"Poales";"Poaceae";"Festuca"
"809";"Poales";"Poaceae";"Festuca"
"810";"Poales";"Poaceae";"Festuca"
"811";"Poales";"Poaceae";"Festuca"
"812";"Poales";"Poaceae";"Festuca"
"813";"Poales";"Poaceae";"Festuca"
"814";"Poales";"Poaceae";"Festuca"
"815";"Poales";"Poaceae";"Festuca"
"816";"Poales";"Poaceae";"Festuca"
"817";"Poales";"Poaceae";"Festuca"
"818";"Poales";"Poaceae";"Festuca"
"819";"Poales";"Poaceae";"Festuca"
"820";"Poales";"Poaceae";"Festuca"
"821";"Poales";"Poaceae";"Festuca"
"822";"Poales";"Poaceae";"Festuca"
"823";"Poales";"Poaceae";"Festuca"
"824";"Poales";"Poaceae";"Festuca"
"825";"Poales";"Poaceae";"Festuca"
"826";"Poales";"Poaceae";"Festuca"
"827";"Poales";"Poaceae";"Festuca"
"828";"Poales";"Poaceae";"Festuca"
"829";"Poales";"Poaceae";"Festuca"
"830";"Poales";"Poaceae";"Festuca"
"831";"Poales";"Poaceae";"Festuca"
"832";"Poales";"Poaceae";"Festuca"
"833";"Poales";"Poaceae";"Festuca"
"834";"Poales";"Poaceae";"Festuca"
"835";"Poales";"Poaceae";"Festuca"
"836";"Poales";"Poaceae";"Festuca"
"837";"Poales";"Poaceae";"Festuca"
"838";"Poales";"Poaceae";"Festuca"
"839";"Poales";"Poaceae";"Festuca"
"840";"Poales";"Poaceae";"Festuca"
"841";"Poales";"Poaceae";"Festuca"
"842";"Poales";"Poaceae";"Festuca"
"843";"Poales";"Poaceae";"Festuca"
"844";"Poales";"Poaceae";"Festuca"
"845";"Poales";"Poaceae";"Festuca"
"846";"Poales";"Poaceae";"Festuca"
"847";"Poales";"Poaceae";"Festuca"
"848";"Poales";"Poaceae";"Festuca"
"849";"Poales";"Poaceae";"Festuca"
"850";"Poales";"Poaceae";"Festuca"
"851";"Poales";"Poaceae";"Festuca"
"852";"Poales";"Poaceae";"Festuca"
"853";"Poales";"Poaceae";"Festuca"
"854";"Poales";"Poaceae";"Festuca"
"855";"Poales";"Poaceae";"Festuca"
"856";"Poales";"Poaceae";"Festuca"
"857";"Ranunculales";"Ranunculaceae";"Ficaria"
"858";"Rosales";"Rosaceae";"Filipendula"
"859";"Rosales";"Rosaceae";"Fragaria"
"860";"Rosales";"Rosaceae";"Fragaria"
"861";"Rosales";"Rhamnaceae";"Frangula"
"862";"Rosales";"Rhamnaceae";"Frangula"
"863";"Rosales";"Rhamnaceae";"Frangula"
"864";"Rosales";"Rhamnaceae";"Frangula"
"865";"Lamiales";"Oleaceae";"Fraxinus"
"866";"Lamiales";"Oleaceae";"Fraxinus"
"867";"Lamiales";"Oleaceae";"Fraxinus"
"868";"Lamiales";"Oleaceae";"Fraxinus"
"869";"Lamiales";"Oleaceae";"Fraxinus"
"870";"Lamiales";"Oleaceae";"Fraxinus"
"871";"Gentianales";"Rubiaceae";"Galium"
"872";"Gentianales";"Rubiaceae";"Galium"
"873";"Gentianales";"Rubiaceae";"Galium"
"874";"Gentianales";"Rubiaceae";"Galium"
"875";"Gentianales";"Rubiaceae";"Galium"
"876";"Gentianales";"Rubiaceae";"Galium"
"877";"Gentianales";"Rubiaceae";"Galium"
"878";"Gentianales";"Rubiaceae";"Galium"
"879";"Gentianales";"Rubiaceae";"Galium"
"880";"Gentianales";"Rubiaceae";"Galium"
"881";"Gentianales";"Rubiaceae";"Galium"
"882";"Gentianales";"Rubiaceae";"Galium"
"883";"Gentianales";"Rubiaceae";"Galium"
"884";"Gentianales";"Rubiaceae";"Galium"
"885";"Gentianales";"Rubiaceae";"Galium"
"886";"Gentianales";"Rubiaceae";"Galium"
"887";"Gentianales";"Rubiaceae";"Galium"
"888";"Gentianales";"Rubiaceae";"Galium"
"889";"Gentianales";"Rubiaceae";"Galium"
"890";"Gentianales";"Rubiaceae";"Galium"
"891";"Gentianales";"Rubiaceae";"Galium"
"892";"Gentianales";"Rubiaceae";"Galium"
"893";"Gentianales";"Rubiaceae";"Galium"
"894";"Gentianales";"Rubiaceae";"Galium"
"895";"Gentianales";"Rubiaceae";"Galium"
"896";"Gentianales";"Rubiaceae";"Galium"
"897";"Gentianales";"Rubiaceae";"Galium"
"898";"Gentianales";"Rubiaceae";"Galium"
"899";"Gentianales";"Rubiaceae";"Galium"
"900";"Gentianales";"Rubiaceae";"Galium"
"901";"Gentianales";"Rubiaceae";"Galium"
"902";"Gentianales";"Rubiaceae";"Galium"
"903";"Gentianales";"Rubiaceae";"Galium"
"904";"Gentianales";"Rubiaceae";"Galium"
"905";"Gentianales";"Rubiaceae";"Galium"
"906";"Gentianales";"Rubiaceae";"Galium"
"907";"Gentianales";"Rubiaceae";"Galium"
"908";"Gentianales";"Rubiaceae";"Galium"
"909";"Gentianales";"Rubiaceae";"Galium"
"910";"Gentianales";"Rubiaceae";"Galium"
"911";"Gentianales";"Rubiaceae";"Galium"
"912";"Gentianales";"Rubiaceae";"Galium"
"913";"Gentianales";"Rubiaceae";"Galium"
"914";"Gentianales";"Rubiaceae";"Galium"
"915";"Gentianales";"Rubiaceae";"Galium"
"916";"Gentianales";"Rubiaceae";"Galium"
"917";"Gentianales";"Rubiaceae";"Galium"
"918";"Gentianales";"Rubiaceae";"Galium"
"919";"Gentianales";"Rubiaceae";"Galium"
"920";"Gentianales";"Rubiaceae";"Galium"
"921";"Gentianales";"Rubiaceae";"Galium"
"922";"Gentianales";"Rubiaceae";"Galium"
"923";"Gentianales";"Rubiaceae";"Galium"
"924";"Gentianales";"Rubiaceae";"Galium"
"925";"Gentianales";"Rubiaceae";"Galium"
"926";"Gentianales";"Rubiaceae";"Galium"
"927";"Gentianales";"Rubiaceae";"Galium"
"928";"Gentianales";"Rubiaceae";"Galium"
"929";"Gentianales";"Rubiaceae";"Galium"
"930";"Gentianales";"Rubiaceae";"Galium"
"931";"Gentianales";"Rubiaceae";"Galium"
"932";"Gentianales";"Rubiaceae";"Galium"
"933";"Gentianales";"Rubiaceae";"Galium"
"934";"Gentianales";"Rubiaceae";"Galium"
"935";"Gentianales";"Rubiaceae";"Galium"
"936";"Gentianales";"Rubiaceae";"Galium"
"937";"Gentianales";"Rubiaceae";"Galium"
"938";"Gentianales";"Rubiaceae";"Galium"
"939";"Gentianales";"Rubiaceae";"Galium"
"940";"Gentianales";"Rubiaceae";"Galium"
"941";"Gentianales";"Rubiaceae";"Galium"
"942";"Fabales";"Fabaceae";"Genista"
"943";"Geraniales";"Geraniaceae";"Geranium"
"944";"Geraniales";"Geraniaceae";"Geranium"
"945";"Geraniales";"Geraniaceae";"Geranium"
"946";"Rosales";"Rosaceae";"Geum"
"947";"Rosales";"Rosaceae";"Geum"
"948";"Rosales";"Rosaceae";"Geum"
"949";"Rosales";"Rosaceae";"Geum"
"950";"Rosales";"Rosaceae";"Geum"
"951";"Rosales";"Rosaceae";"Geum"
"952";"Rosales";"Rosaceae";"Geum"
"953";"Rosales";"Rosaceae";"Geum"
"954";"Rosales";"Rosaceae";"Geum"
"955";"Rosales";"Rosaceae";"Geum"
"956";"Rosales";"Rosaceae";"Geum"
"957";"Rosales";"Rosaceae";"Geum"
"958";"Rosales";"Rosaceae";"Geum"
"959";"Rosales";"Rosaceae";"Geum"
"960";"Rosales";"Rosaceae";"Geum"
"961";"Rosales";"Rosaceae";"Geum"
"962";"Rosales";"Rosaceae";"Geum"
"963";"Rosales";"Rosaceae";"Geum"
"964";"Rosales";"Rosaceae";"Geum"
"965";"Lamiales";"Lamiaceae";"Glechoma"
"966";"Poales";"Poaceae";"Glyceria"
"967";"Poales";"Poaceae";"Glyceria"
"968";"Poales";"Poaceae";"Glyceria"
"969";"Poales";"Poaceae";"Glyceria"
"970";"Poales";"Poaceae";"Glyceria"
"971";"Poales";"Poaceae";"Glyceria"
"972";"Poales";"Poaceae";"Glyceria"
"973";"Poales";"Poaceae";"Glyceria"
"974";"Poales";"Poaceae";"Glyceria"
"975";"Poales";"Poaceae";"Glyceria"
"976";"Poales";"Poaceae";"Helictochloa"
"977";"Asterales";"Asteraceae";"Hieracium"
"978";"Asterales";"Asteraceae";"Hieracium"
"979";"Asterales";"Asteraceae";"Hieracium"
"980";"Asterales";"Asteraceae";"Hieracium"
"981";"Asterales";"Asteraceae";"Hieracium"
"982";"Asterales";"Asteraceae";"Hieracium"
"983";"Poales";"Poaceae";"Holcus"
"984";"Poales";"Poaceae";"Holcus"
"985";"Poales";"Poaceae";"Holcus"
"986";"Poales";"Poaceae";"Holcus"
"987";"Poales";"Poaceae";"Holcus"
"988";"Poales";"Poaceae";"Holcus"
"989";"Poales";"Poaceae";"Holcus"
"990";"Poales";"Poaceae";"Holcus"
"991";"Poales";"Poaceae";"Holcus"
"992";"Poales";"Poaceae";"Holcus"
"993";"Poales";"Poaceae";"Holcus"
"994";"Poales";"Poaceae";"Holcus"
"995";"Poales";"Poaceae";"Holcus"
"996";"Poales";"Poaceae";"Holcus"
"997";"Ericales";"Primulaceae";"Hottonia"
"998";"Saxifragales";"Crassulaceae";"Hylotelephium"
"999";"Malpighiales";"Hypericaceae";"Hypericum"
"1000";"Malpighiales";"Hypericaceae";"Hypericum"
"1001";"Malpighiales";"Hypericaceae";"Hypericum"
"1002";"Malpighiales";"Hypericaceae";"Hypericum"
"1003";"Malpighiales";"Hypericaceae";"Hypericum"
"1004";"Malpighiales";"Hypericaceae";"Hypericum"
"1005";"Malpighiales";"Hypericaceae";"Hypericum"
"1006";"Malpighiales";"Hypericaceae";"Hypericum"
"1007";"Malpighiales";"Hypericaceae";"Hypericum"
"1008";"Malpighiales";"Hypericaceae";"Hypericum"
"1009";"Hypnales";"Hypnaceae";"Hypnum"
"1010";"Hypnales";"Hypnaceae";"Hypnum"
"1011";"Hypnales";"Hypnaceae";"Hypnum"
"1012";"Asterales";"Asteraceae";"Hypochaeris"
"1013";"Asterales";"Asteraceae";"Hypochaeris"
"1014";"Asterales";"Asteraceae";"Hypochaeris"
"1015";"Asterales";"Asteraceae";"Hypochaeris"
"1016";"Asterales";"Asteraceae";"Hypochaeris"
"1017";"Asterales";"Asteraceae";"Hypochaeris"
"1018";"Asterales";"Asteraceae";"Hypochaeris"
"1019";"Asterales";"Asteraceae";"Hypochaeris"
"1020";"Poales";"Juncaceae";"Juncus"
"1021";"Poales";"Juncaceae";"Juncus"
"1022";"Poales";"Juncaceae";"Juncus"
"1023";"Poales";"Juncaceae";"Juncus"
"1024";"Poales";"Juncaceae";"Juncus"
"1025";"NOID";"Cupressaceae";"Juniperus"
"1026";"NOID";"Cupressaceae";"Juniperus"
"1027";"Dipsacales";"Caprifoliaceae";"Knautia"
"1028";"Dipsacales";"Caprifoliaceae";"Knautia"
"1029";"Dipsacales";"Caprifoliaceae";"Knautia"
"1030";"Dipsacales";"Caprifoliaceae";"Knautia"
"1031";"Dipsacales";"Caprifoliaceae";"Knautia"
"1032";"Lamiales";"Plantaginaceae";"Linaria"
"1033";"Lamiales";"Plantaginaceae";"Linaria"
"1034";"Poales";"Poaceae";"Lolium"
"1035";"Poales";"Poaceae";"Lolium"
"1036";"Poales";"Poaceae";"Lolium"
"1037";"Poales";"Poaceae";"Lolium"
"1038";"Poales";"Poaceae";"Lolium"
"1039";"Poales";"Poaceae";"Lolium"
"1040";"Poales";"Poaceae";"Lolium"
"1041";"Poales";"Poaceae";"Lolium"
"1042";"Poales";"Poaceae";"Lolium"
"1043";"Poales";"Poaceae";"Lolium"
"1044";"Dipsacales";"Caprifoliaceae";"Lonicera"
"1045";"Dipsacales";"Caprifoliaceae";"Lonicera"
"1046";"Fabales";"Fabaceae";"Lotus"
"1047";"Fabales";"Fabaceae";"Lotus"
"1048";"Fabales";"Fabaceae";"Lotus"
"1049";"Fabales";"Fabaceae";"Lotus"
"1050";"Fabales";"Fabaceae";"Lotus"
"1051";"Fabales";"Fabaceae";"Lotus"
"1052";"Fabales";"Fabaceae";"Lotus"
"1053";"Fabales";"Fabaceae";"Lotus"
"1054";"Fabales";"Fabaceae";"Lotus"
"1055";"Fabales";"Fabaceae";"Lotus"
"1056";"Fabales";"Fabaceae";"Lotus"
"1057";"Fabales";"Fabaceae";"Lotus"
"1058";"Fabales";"Fabaceae";"Lotus"
"1059";"Fabales";"Fabaceae";"Lotus"
"1060";"Fabales";"Fabaceae";"Lotus"
"1061";"Fabales";"Fabaceae";"Lotus"
"1062";"Fabales";"Fabaceae";"Lotus"
"1063";"Fabales";"Fabaceae";"Lotus"
"1064";"Fabales";"Fabaceae";"Lotus"
"1065";"Fabales";"Fabaceae";"Lotus"
"1066";"Fabales";"Fabaceae";"Lotus"
"1067";"Fabales";"Fabaceae";"Lotus"
"1068";"Fabales";"Fabaceae";"Lotus"
"1069";"Fabales";"Fabaceae";"Lotus"
"1070";"Fabales";"Fabaceae";"Lotus"
"1071";"Fabales";"Fabaceae";"Lotus"
"1072";"Fabales";"Fabaceae";"Lotus"
"1073";"Fabales";"Fabaceae";"Lotus"
"1074";"Fabales";"Fabaceae";"Lotus"
"1075";"Fabales";"Fabaceae";"Lotus"
"1076";"Fabales";"Fabaceae";"Lotus"
"1077";"Fabales";"Fabaceae";"Lotus"
"1078";"Fabales";"Fabaceae";"Lotus"
"1079";"Fabales";"Fabaceae";"Lotus"
"1080";"Fabales";"Fabaceae";"Lotus"
"1081";"Fabales";"Fabaceae";"Lotus"
"1082";"Fabales";"Fabaceae";"Lotus"
"1083";"Poales";"Juncaceae";"Luzula"
"1084";"Poales";"Juncaceae";"Luzula"
"1085";"Poales";"Juncaceae";"Luzula"
"1086";"Poales";"Juncaceae";"Luzula"
"1087";"Ericales";"Primulaceae";"Lysimachia"
"1088";"Myrtales";"Lythraceae";"Lythrum"
"1089";"Magnoliopsida order seq12720";"Magnoliopsida family seq12720";"Magnoliopsida genus seq12720"
"1090";"Magnoliopsida order seq12855";"Magnoliopsida family seq12855";"Magnoliopsida genus seq12855"
"1091";"Magnoliopsida order seq12862";"Magnoliopsida family seq12862";"Magnoliopsida genus seq12862"
"1092";"Magnoliopsida order seq12897";"Magnoliopsida family seq12897";"Magnoliopsida genus seq12897"
"1093";"Magnoliopsida order seq12934";"Magnoliopsida family seq12934";"Magnoliopsida genus seq12934"
"1094";"Magnoliopsida order seq12944";"Magnoliopsida family seq12944";"Magnoliopsida genus seq12944"
"1095";"Magnoliopsida order seq13058";"Magnoliopsida family seq13058";"Magnoliopsida genus seq13058"
"1096";"Magnoliopsida order seq13101";"Magnoliopsida family seq13101";"Magnoliopsida genus seq13101"
"1097";"Magnoliopsida order seq13105";"Magnoliopsida family seq13105";"Magnoliopsida genus seq13105"
"1098";"Magnoliopsida order seq13120";"Magnoliopsida family seq13120";"Magnoliopsida genus seq13120"
"1099";"Magnoliopsida order seq13159";"Magnoliopsida family seq13159";"Magnoliopsida genus seq13159"
"1100";"Magnoliopsida order seq14301";"Magnoliopsida family seq14301";"Magnoliopsida genus seq14301"
"1101";"Magnoliopsida order seq14419";"Magnoliopsida family seq14419";"Magnoliopsida genus seq14419"
"1102";"Magnoliopsida order seq14659";"Magnoliopsida family seq14659";"Magnoliopsida genus seq14659"
